Arianna Huffington	Arianna Stassinopoulos Huffington (née Ariadnē-Anna Stasinopoúlou, Greek: Αριάδνη-Άννα Στασινοπούλου Greek pronunciation: [ariˈaðni ˈana stasinoˈpulu]; on July 15, 1950) is a Greek-American author, syndicated columnist and businesswoman. She is a co-founder of The Huffington Post, the founder and CEO of Thrive Global, and the author of fifteen books.
Ariel Garten	Ariel Garten (born September 24, 1979) is a Canadian artist, scientist and intellectual known for her work in integrating art and science.Garten lectures about interdisciplinary neuroscience topics, such as "The Neuroscience of Morals" (on TVO's Big Ideas televised lecture series), "The Neuroscience of Molecular Gastronomy" and others), as well as psychotherapy and mental health.Garten is co-founder (with Trevor Coleman) and Chief Evangelist Officer of Interaxon, a Canadian company specializing in software for Non-invasive Brain-computer interfaces.Garten is also a psychotherapist trained in Neuro-linguistic programming.She has performed in many venues, including The Power Plant, and shown at the Art Gallery of Ontario and Banff Center for the Arts. She has given a Ted Talk.
Aris Venetikidis	not found
Arthur Benjamin	Arthur Leslie Benjamin (18 September 1893, in Sydney – 10 April 1960, in London) was an Australian composer, pianist, conductor and teacher. He is best known as the composer of Jamaican Rumba (1938) and of the Storm Clouds Cantata, featured in both versions of the Alfred Hitchcock film The Man who Knew Too Much, in 1934 and 1956.
Arthur Brooks	
== Introduction ==
Arthur C. Brooks (born May 21, 1964) is a Harvard professor, social scientist, best-selling author, public speaker, and columnist at the The Atlantic, who specializes in the science of human happiness by blending social science, music, diverse faith traditions, and philosophy.  He states that his mission is "lifting others up and bringing them together."  He is a former professional French horn player, military operations research analyst, and think tank president.
Arthur Ganson	Arthur Ganson (born 1955) is a kinetic sculptor. He makes mechanical art demonstrations and Rube Goldberg machines with existential themes.
Arthur Potts Dawson	Arthur Potts Dawson (born 1971 in Camden, London) started cooking in 1988. He started with a three-year apprenticeship with the Roux brothers, worked with Rowley Leigh at Kensington Place for two years, with Rose Gray and Ruth Rogers at the River Café for four years, Hugh Fearnley-Whittingstall and Pierre Koffman both for a year.
Arunachalam Muruganantham	Arunachalam Muruganantham (Padman) is a social entrepreneur from Coimbatore in Tamil Nadu, India.  He is the inventor of a low-cost sanitary pad-making machine and is credited for innovating grassroots mechanisms for generating awareness about traditional unhygienic practices around menstruation in rural India.
Arvind Gupta	Arvind Gupta is an Indian toy inventor and expert in science. He got the civilian award "Padma Shree" on the eve of Republic Day, 2018.
Ash Beckham	Bend It Like Beckham (also known as Kick It Like Beckham) is a 2002 sports comedy-drama film directed by Gurinder Chadha from a screenplay by Chadha, Paul Mayeda Berges, and Guljit Bindra. The film stars Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher, Juliet Stevenson, Shaznay Lewis, and Archie Panjabi.
Ashade Vos	not found
Asher Hasan	Hasan ibn Ali (Arabic: حسن ابن علي, romanized: Ḥasan ibn ʿAlī; c. 625 – 2 April 670)
was a prominent early Islamic figure. He was the eldest son of Ali and Fatima and a grandson of the Islamic prophet Muhammad.
Ashley Judd	Ashley Judd (born Ashley Tyler Ciminella; April 19, 1968) is an American actress. She grew up in a family of performing artists: she is the daughter of the late country music singer Naomi Judd and the half-sister of country music singer Wynonna Judd.
Ashraf Ghani	Mohammad Ashraf Ghani Ahmadzai (born 19 May 1949) is an Afghan politician, academic, and economist who served as the fifth president of Afghanistan and the second and final president of the Islamic Republic of Afghanistan from September 2014 until August 2021, when his government was overthrown by the Taliban.
Born in Logar Province, Ghani went to the United States in the 1960s to study and later completed a bachelor's degree at the American University in Beirut.
Ashton Cofer	not found
Aspen Baker	John Willard Baker (June 29, 1944—November 26, 1970) while a runner for the University of New Mexico (1967) he won the WAC Cross-Country Championship twice and was the WAC Champion in the mile. He received his degree in physical education from University of New Mexico.
Astro Teller	Eric "Astro" Teller (born 29 May 1970) is a British-American entrepreneur, computer scientist, and author, with expertise in the field of intelligent technology.


== Early life and education ==
Teller was born in Cambridge, England, and raised in Evanston, Illinois, US. He is the son of Paul Teller, who was an instructor in the philosophy of science at the University of Illinois at Chicago and Chantal DeSoto, a buyer and clothing designer for Sears who later became a teacher of gifted children.
Atul Gawande	Atul Atmaram Gawande (born November 5, 1965) is an American surgeon, writer, and public health researcher. He practices general and endocrine surgery at Brigham and Women's Hospital in Boston, Massachusetts.
Aubreyde Grey	Aubrey David Nicholas Jasper de Grey (; born 20 April 1963) is an English author and biomedical gerontologist. He is the author of The Mitochondrial Free Radical Theory of Aging (1999) and co-author of Ending Aging (2007).
Audrey Choi	Sook Nyul Choi (born 1937) is a Korean American children's storybook author.


== Writing ==
Choi's native language is Korean.
Auke Ijspeert	Auke Jan Ijspeert (born 1971 in Geneva) is a Swiss-Dutch roboticist and neuroscientist. He is a professor of  biorobotics in the Institute of Bioengineering at EPFL, École Polytechnique Fédérale de Lausanne, and the head of the Biorobotics Laboratory at the School of Engineering.
Auretvan Heerden	not found
Avi Reichental	Avi Reichental (born January 7, 1957) is an Israeli-American businessperson in the 3D printing industry. He is the founder and executive chairman of XponentialWorks, a venture investment, advisory and product development company.
Avi Rubin	not found
Ayah Bdeir	Ayah Bdeir (Arabic: آية بدير; born 1982 in Montreal, Quebec) is an entrepreneur, inventor, and interactive artist. She is the founder and CEO of littleBits.
Aziz Abu Sarah	Aziz Abu Sarah (Arabic: عزيز ابو سارة, Hebrew: עזיז אבו סארה; b. 1980) is a Palestinian peace activist, journalist, social entrepreneur and politician.
Aziza Chaouni	Aziza Chaouni (Arabic; عزيزة شاؤني) is a Moroccan architect who teaches at the University of Toronto.


== Detail ==
She is the founder of Aziza Chaouni Projects and associate professor at the John H. Daniels Faculty of Architecture, Landscape and Design in Toronto.
BJ Miller	BJ Miller is an American physician, author, and speaker. He is a practicing hospice and palliative medicine physician and is best known for his 2015 TED Talk, "What Really Matters at the End of Life" BJ has been on the teaching faculty at UCSF School of Medicine since 2007.
BLACK	ambiguous
Baba Shiv	Baba Shiv grew up in India and is an American marketing professor and an expert in the area of neuroeconomics. He is the Sanwa Bank, Limited, Professor of Marketing at Stanford Graduate School of Business, Stanford University.
Bahia Shehab	Bahia Shehab (Arabic: بهية شهاب; born 1977) is a multidisciplinary artist, designer, historian, creative director, educator and activist based in Cairo, Egypt. Her work is concerned with identity and cultural heritage, and uses Islamic art history and in particular Islamic calligraphy and graphic design to explore contemporary Arab politics, feminist discourse and social issues.
